RecordID,LotRoadFrontageSF,LotAreaSF,OverallQuality,OverallCondition,Age,BasementFinishedSF,BasementUnfinishedSF,TotalBasementSF,CentralAir,FirstFloorSF,SecondFloorSF,LowQualityFinishedSF,TotalLivingAreaSF,FullBath,HalfBath,BedroomAbvGround,KitchenAbvGround,TotalRoomsAbvGround,Fireplaces,GarageType,GarageCars,GarageSF,WoodDeckSF,TotalPorchSF,SalePrice
512,76,9139,8,5,4,379,1043,1422,Y,1432,0,0,1432,2,0,3,1,7,1,Attached,2,492,297,50,245000
513,75,9675,7,5,5,341,772,1113,Y,1113,858,0,1971,2,1,3,1,8,1,Attached,2,689,0,48,253000
514,85,11128,9,5,5,2158,300,2458,Y,2490,0,0,2490,2,0,2,1,9,2,Attached,3,795,70,226,468000
515,72,8640,7,5,1,822,78,900,Y,932,920,0,1852,2,1,3,1,7,1,Attached,2,644,168,108,252678
516,75,9000,8,5,2,0,768,768,Y,786,804,0,1590,2,1,3,1,6,0,Attached,2,676,0,30,210000
517,75,7862,6,5,1,27,1191,1218,Y,1218,0,0,1218,2,0,2,1,4,0,Attached,2,676,0,102,208300
518,90,7993,7,5,2,0,1436,1436,Y,1436,0,0,1436,2,0,3,1,6,0,Attached,2,529,0,121,225000
519,72,8640,8,5,1,936,364,1300,Y,1314,0,0,1314,2,0,3,1,6,0,Attached,2,552,135,112,229456
520,72,8640,7,5,2,0,1402,1402,Y,1402,0,0,1402,2,0,3,1,7,0,Attached,2,625,205,126,229800
521,112,12606,9,5,3,0,1530,1530,Y,1530,0,0,1530,2,0,3,1,7,1,Attached,3,984,212,136,250000
522,85,9187,9,5,1,1121,645,1766,Y,1766,0,0,1766,2,1,2,1,7,1,Attached,3,478,195,130,370878
523,75,7500,8,5,4,24,1348,1372,Y,1448,0,0,1448,2,0,2,1,6,1,Attached,2,692,0,140,238500
524,85,11003,10,5,2,765,252,1017,Y,1026,981,0,2007,2,1,3,1,10,1,Attached,3,812,168,52,310000
525,84,10603,8,5,4,682,218,900,Y,909,886,0,1795,2,1,3,1,8,1,Attached,3,782,168,45,270000
526,85,10574,8,5,5,0,1082,1082,Y,1082,871,0,1953,2,1,3,1,9,1,Attached,3,1043,160,50,252000
527,65,8125,7,5,4,812,280,1092,Y,1112,438,0,1550,2,0,2,1,7,0,Attached,2,438,0,168,241000
528,65,8125,8,5,2,0,1836,1836,Y,1836,0,0,1836,2,0,3,1,8,1,Attached,2,517,0,175,264500
529,85,10625,7,5,4,1430,222,1652,Y,1662,0,0,1662,2,0,3,1,8,1,Attached,3,711,168,120,291000
530,75,9375,7,5,7,0,912,912,Y,912,1182,0,2094,2,1,4,1,8,1,Attached,2,615,182,182,263000
531,62,7500,7,5,6,410,811,1221,Y,1221,0,0,1221,2,0,2,1,6,0,Attached,2,400,0,113,185000
532,68,8736,7,5,7,1131,422,1553,Y,1553,0,0,1553,2,0,3,1,6,0,Attached,2,588,192,88,234500
533,65,8127,7,5,7,410,402,812,Y,812,841,0,1653,2,1,3,1,6,0,Attached,2,628,0,45,209000
534,80,9605,7,6,3,0,1218,1218,Y,1218,0,0,1218,1,1,3,1,6,0,Detached,2,576,0,178,159000
535,63,7500,7,5,4,54,1087,1141,Y,1141,0,0,1141,1,1,3,1,6,0,Detached,2,484,182,0,152000
536,63,7500,6,5,6,0,1158,1158,Y,1158,0,0,1158,1,1,3,1,5,0,None,0,0,0,50,143500
537,96,10628,7,5,6,0,835,835,Y,871,941,0,1812,2,1,3,1,8,0,Attached,2,478,146,91,193000
538,76,10141,8,5,6,1290,222,1512,Y,1512,0,0,1512,2,0,3,1,6,0,Attached,3,845,210,36,203000
539,67,10083,7,5,7,833,343,1176,Y,1200,0,0,1200,2,0,2,1,5,0,Attached,2,555,0,41,184900
540,63,13072,7,5,6,0,1114,1114,Y,1114,0,0,1114,1,1,3,1,6,0,Detached,2,576,248,102,159000
541,63,13072,5,5,6,0,1114,1114,Y,1114,0,0,1114,1,1,3,1,6,0,None,0,0,0,39,142000
542,60,12450,5,5,7,836,278,1114,Y,1114,0,0,1114,2,0,3,1,6,0,Detached,2,576,0,42,153000
543,61,7328,7,5,2,0,1450,1450,Y,1450,0,0,1450,2,0,2,1,6,0,Attached,3,788,0,93,224243
544,43,11492,7,5,14,637,276,913,Y,913,1209,0,2122,2,1,4,1,8,1,Attached,2,559,0,74,220000
545,88,10994,8,5,5,976,868,1844,Y,1844,0,0,1844,2,0,2,1,7,1,Attached,2,620,165,44,257000
546,65,8529,7,5,9,20,1434,1454,Y,1434,0,0,1434,2,0,3,1,6,1,Attached,2,527,290,39,189000
547,70,7703,6,6,18,416,400,816,Y,833,897,0,1730,2,1,3,1,6,0,Attached,2,528,0,259,171500
548,75,10762,6,6,30,0,626,626,Y,626,591,0,1217,1,1,3,1,6,1,Attached,1,288,0,28,120000
549,50,7175,6,5,20,0,1332,1332,Y,1332,0,0,1332,2,0,2,1,5,0,Attached,2,542,0,60,145000
550,70,9109,7,5,16,632,122,754,Y,754,786,0,1540,2,1,3,1,6,0,Attached,2,495,140,32,184000
551,0,10274,6,7,24,331,345,676,Y,698,702,0,1400,2,1,3,1,6,0,Attached,2,465,0,48,162000
552,75,8250,6,7,29,0,0,0,Y,964,918,0,1882,2,0,4,2,8,2,Attached,2,612,0,0,160000
553,60,8400,4,4,60,0,721,721,Y,841,0,0,841,1,0,2,1,4,0,CarPort,1,294,250,24,82000
554,60,9000,6,3,82,0,784,784,N,784,0,0,784,1,0,2,1,5,0,Detached,2,360,0,91,76000
555,63,9750,5,5,48,952,28,980,Y,980,0,0,980,1,0,3,1,5,0,Detached,2,400,0,28,110000
556,71,7064,5,6,33,560,420,980,Y,980,0,0,980,1,0,3,1,6,0,Detached,2,484,192,0,135000
557,0,8499,5,6,49,660,204,864,Y,864,0,0,864,1,0,3,1,5,0,Detached,2,732,0,312,141000
558,0,9079,5,5,49,864,0,864,Y,864,0,0,864,1,0,2,1,5,0,Attached,1,440,158,0,122000
559,0,9316,5,5,45,544,480,1024,Y,1020,0,0,1020,2,0,3,1,5,0,Attached,1,288,171,0,124100
560,0,7791,5,8,47,624,288,912,Y,912,0,0,912,1,0,3,1,6,0,Attached,1,300,0,0,129000
561,80,10000,5,6,49,594,270,864,Y,1144,0,0,1144,1,0,3,1,6,1,Attached,1,264,165,0,131400
562,60,8281,5,5,45,864,0,864,Y,864,0,0,864,1,0,3,1,5,1,Detached,1,360,0,236,62383
563,65,7150,5,6,48,730,182,912,Y,912,0,0,912,1,0,3,1,6,0,Attached,1,252,0,0,123000
564,0,15676,8,8,30,1825,189,2014,Y,2014,0,0,2014,2,0,2,1,6,2,Attached,3,864,462,0,275000
565,0,11949,7,8,19,817,158,975,Y,975,780,0,1755,2,1,3,1,7,1,Attached,2,524,502,60,235000
566,32,2880,7,5,6,0,1376,1376,Y,1376,1629,0,3005,2,1,3,1,9,1,Attached,3,704,0,177,280750
567,40,3951,6,5,1,0,612,612,Y,612,612,0,1224,2,1,2,1,4,0,Detached,2,528,0,234,164500
568,30,3000,6,5,1,294,318,612,Y,612,612,0,1224,2,1,2,1,4,0,Detached,2,528,0,234,173733
569,0,3830,6,5,2,0,1726,1726,Y,1726,0,0,1726,2,1,2,1,6,1,Attached,2,561,0,254,222000
570,0,4217,6,5,2,962,183,1145,Y,1256,0,0,1256,1,1,1,1,5,1,Attached,2,641,0,169,195000
571,34,3230,6,5,11,381,348,729,Y,742,729,0,1471,2,1,3,1,6,0,Detached,2,440,0,24,172500
572,34,2998,6,5,10,507,249,756,Y,756,756,0,1512,2,1,2,1,4,0,Detached,2,440,0,32,180000
573,35,3768,7,5,11,549,142,691,Y,713,739,0,1452,2,1,3,1,6,0,Detached,2,506,0,34,156000
574,24,2645,8,5,11,649,321,970,Y,983,756,0,1739,2,1,3,1,7,0,Attached,2,480,115,0,172500
575,0,14694,8,9,33,1388,306,1694,Y,1694,0,0,1694,2,0,2,1,5,1,Attached,2,642,501,120,318750
576,61,3782,8,5,29,960,266,1226,Y,1226,0,0,1226,1,0,1,1,4,2,Attached,2,484,133,78,211500
577,110,15417,7,5,29,121,1619,1740,Y,1740,0,0,1740,1,1,2,1,7,0,Attached,2,540,228,238,241600
578,80,9600,8,5,34,0,392,392,Y,1487,1012,0,2499,2,1,4,1,5,1,Attached,2,527,0,64,180500
579,0,9991,4,4,34,1116,165,1281,Y,1620,0,0,1620,2,0,3,1,8,1,Attached,2,490,120,78,150000
580,78,11700,6,6,42,298,429,727,Y,829,727,0,1556,1,1,4,1,8,0,Attached,2,441,0,0,154000
581,0,11717,6,6,40,0,1442,1442,Y,1442,0,0,1442,2,0,2,1,6,1,Attached,2,615,371,0,185000
582,0,9156,6,7,42,0,1489,1489,Y,1489,0,0,1489,2,0,3,1,7,1,Attached,2,462,0,0,185750
583,0,10382,7,6,37,891,216,1107,Y,1107,983,0,2090,2,1,3,1,7,2,Attached,2,484,235,432,200000
584,0,12732,7,6,36,602,150,752,Y,1285,782,0,2067,2,1,3,1,7,2,Attached,2,784,297,40,206000
585,0,12936,6,6,38,593,130,723,Y,735,660,0,1395,1,1,3,1,6,1,Attached,2,497,294,116,162000
586,80,10400,6,7,43,0,932,932,Y,1271,1369,0,2640,2,1,5,1,8,1,Attached,2,515,0,288,256900
587,0,17871,6,5,43,528,1152,1680,Y,1724,0,0,1724,1,1,3,1,7,1,Attached,2,480,0,0,197900
588,80,9600,5,5,41,700,588,1288,Y,1336,0,0,1336,2,0,3,1,6,1,Attached,2,502,312,11,163000
589,75,9000,6,5,41,955,261,1216,Y,1216,0,0,1216,1,0,3,1,5,0,Attached,1,336,0,0,113000
590,0,13774,7,7,33,432,476,908,Y,1316,972,0,2288,1,2,4,1,8,2,Attached,2,520,321,228,230000
591,80,9650,6,5,33,686,664,1350,Y,1334,0,0,1334,2,0,2,1,6,1,Attached,2,630,0,16,167900
592,78,10140,7,5,12,1271,379,1650,Y,1680,0,0,1680,2,0,3,1,7,1,Attached,2,583,78,73,213250
593,70,8400,8,6,9,643,167,810,Y,810,855,0,1665,2,1,3,1,6,0,Attached,2,528,0,45,227000
594,62,7130,5,6,43,648,216,864,Y,864,0,0,864,1,0,2,1,5,0,Attached,1,312,0,0,130000
595,80,9600,5,5,43,0,1568,1568,Y,1568,0,0,1568,1,1,3,1,7,0,Attached,2,440,160,40,143000
596,70,9100,5,6,45,804,121,925,Y,925,0,0,925,1,0,2,1,5,0,Detached,1,429,0,0,117500
597,80,9600,7,5,36,698,467,1165,Y,1165,896,0,2061,2,1,4,1,8,1,Attached,2,498,0,273,168500
598,0,16500,6,5,39,962,270,1232,Y,1320,0,0,1320,2,0,3,1,5,1,Attached,2,495,0,20,172500
599,0,9790,6,5,43,881,491,1372,Y,1342,0,0,1342,2,0,3,1,7,1,Attached,2,457,0,197,161500
600,60,7436,4,7,50,734,160,894,Y,894,0,0,894,1,0,2,1,5,1,Detached,2,396,0,0,141500
601,65,8125,5,7,51,403,461,864,Y,864,0,0,864,1,0,3,1,5,0,Detached,1,308,0,0,118000
602,70,9100,6,6,51,612,252,864,Y,864,0,0,864,1,0,2,1,5,0,Detached,1,300,0,0,127500
603,0,9450,4,5,53,775,265,1040,Y,1362,0,0,1362,1,0,3,1,6,1,Attached,3,768,0,84,140000
604,0,13495,5,6,54,826,222,1048,Y,1728,0,0,1728,2,0,3,1,7,1,Detached,2,576,0,99,177625
605,85,11475,5,5,52,0,1584,1584,Y,1776,0,0,1776,2,0,4,2,9,0,Detached,3,888,0,25,110000
606,100,10004,6,6,46,541,975,1516,Y,1516,0,0,1516,1,1,3,1,6,0,Attached,2,472,0,152,167000
607,85,9350,5,6,49,822,491,1313,Y,1313,0,0,1313,1,1,3,1,6,1,Attached,2,610,172,149,153000
608,115,10500,5,5,46,998,294,1292,Y,1292,0,0,1292,1,1,3,1,6,2,Detached,2,520,0,124,145100
609,0,11000,5,6,44,970,184,1154,Y,1154,0,0,1154,1,1,3,1,6,1,Attached,2,480,0,58,154000
610,0,8970,5,6,45,388,356,744,Y,825,1315,0,2140,2,1,4,1,7,1,Attached,2,549,0,304,177500
611,0,12095,6,6,46,564,563,1127,Y,1445,0,0,1445,1,1,3,1,7,1,Attached,2,645,180,0,158000
612,80,9600,5,6,51,991,50,1041,Y,1041,0,0,1041,1,0,3,1,6,0,Attached,1,270,224,88,124500
613,85,11475,6,6,49,568,640,1208,Y,1576,0,0,1576,1,0,4,1,7,1,Attached,2,368,85,0,174500
614,68,9768,5,5,55,347,613,960,Y,960,0,0,960,1,0,2,1,5,0,Attached,1,330,0,70,122000
615,50,5330,4,7,70,280,140,420,Y,708,0,0,708,1,0,2,1,5,0,None,0,0,164,0,82500
616,0,7015,5,4,60,185,524,709,Y,979,224,0,1203,1,0,3,1,5,1,Detached,1,352,0,248,110000
617,128,12160,6,4,57,1024,481,1505,Y,1505,0,0,1505,1,0,2,1,6,1,Attached,2,505,0,0,149500
618,90,9900,6,5,43,1173,507,1680,Y,1691,0,0,1691,1,0,2,1,5,0,Attached,2,550,0,327,175000
619,80,9600,6,5,57,1285,131,1416,Y,1644,0,0,1644,1,0,3,1,7,2,Attached,2,418,110,0,167000
620,80,9600,5,6,54,504,546,1050,Y,1050,0,0,1050,1,0,2,1,5,0,Attached,1,338,0,0,128900
621,80,9600,6,8,60,120,736,856,Y,1112,556,0,1668,1,1,3,1,6,0,Attached,1,271,0,0,140000
622,80,9600,5,7,60,607,506,1113,Y,1113,0,0,1113,1,0,3,1,5,1,Attached,1,264,0,200,147000
623,65,8944,5,5,43,0,1584,1584,Y,1584,0,0,1584,2,0,4,2,8,0,Detached,3,792,0,152,124000
624,92,10573,6,6,49,1312,141,1453,Y,1453,0,0,1453,2,0,3,1,6,1,Attached,2,530,0,337,187500
625,0,9500,6,5,47,609,785,1394,Y,1394,0,0,1394,1,1,3,1,6,2,Attached,2,514,0,261,159000
626,80,14695,6,8,44,1387,175,1562,Y,1567,0,0,1567,2,0,2,1,5,2,Attached,2,542,0,452,256000
627,85,13600,7,6,45,454,314,768,Y,1186,800,0,1986,2,1,3,1,7,3,Attached,2,486,0,231,205000
628,100,13000,6,6,42,448,448,896,Y,1182,960,0,2142,2,1,4,1,8,1,Attached,1,509,0,324,193500
629,120,13560,6,3,42,0,1392,1392,Y,1392,0,0,1392,1,0,2,1,5,2,Attached,2,576,0,240,110000
630,0,12513,4,4,90,0,715,715,Y,1281,457,0,1738,2,0,4,1,7,1,Attached,1,368,55,0,104900
631,73,8760,5,7,54,856,313,1169,Y,1144,0,0,1144,1,0,3,1,6,0,Attached,1,286,257,0,150000
632,70,8400,6,3,53,850,628,1478,Y,1478,0,0,1478,1,1,3,1,6,2,Attached,2,442,114,216,156500
633,0,12285,7,6,50,544,785,1329,Y,1329,0,0,1329,1,1,3,1,5,2,Attached,2,441,0,203,176000
634,66,9240,6,8,51,708,280,988,Y,988,0,0,988,2,0,3,1,6,0,Attached,1,297,156,0,149500
635,80,9600,6,6,52,1240,0,1240,Y,1632,0,0,1632,2,0,3,1,6,1,Attached,1,338,289,0,139000
636,66,12400,6,7,52,585,630,1215,Y,1215,0,0,1215,1,0,3,1,6,0,Attached,1,297,0,234,155000
637,70,8750,5,5,54,637,565,1202,Y,1202,0,0,1202,1,0,3,1,6,0,Attached,1,304,0,155,120000
638,70,8750,5,5,55,655,727,1382,Y,1382,0,0,1382,1,0,3,1,6,0,Attached,1,350,280,0,153000
639,80,10400,4,5,54,905,295,1200,Y,1200,0,0,1200,1,0,3,1,6,2,Attached,1,294,0,329,144000
640,120,19296,6,5,48,1362,0,1362,Y,1382,0,0,1382,1,0,3,1,6,1,Attached,2,884,0,252,176000
641,74,8532,5,6,56,1213,84,1297,Y,1297,0,0,1297,1,0,3,1,5,1,Attached,2,498,0,0,153000
642,76,9482,5,4,52,0,1866,1866,Y,1866,0,0,1866,2,0,4,2,8,0,Detached,2,495,0,0,135000
643,53,8128,6,7,56,490,572,1062,Y,1062,0,0,1062,1,0,3,1,6,0,Attached,1,297,0,0,131000
644,79,10634,5,6,57,608,0,608,Y,1319,0,0,1319,1,0,3,1,5,0,Attached,1,270,66,0,123000
645,67,13070,5,5,59,308,323,631,Y,1112,0,0,1112,1,0,2,1,5,0,Attached,2,480,0,255,126000
646,60,10434,4,5,55,0,1005,1005,Y,1005,0,0,1005,1,0,2,1,5,1,Detached,2,672,0,0,115000
647,75,14559,5,7,59,830,178,1008,Y,1363,0,0,1363,1,0,2,1,6,2,CarPort,1,288,324,210,164900
648,80,8480,5,6,65,700,93,793,Y,793,0,0,793,1,0,2,1,4,0,Detached,1,240,0,0,113000
649,60,7626,5,8,58,931,100,1031,Y,1031,0,0,1031,1,0,2,1,5,0,Attached,1,230,0,0,145500
650,75,9533,5,5,57,0,0,0,Y,1210,0,0,1210,1,1,2,1,7,0,Attached,1,616,208,100,102900
651,107,10615,3,5,110,440,538,978,Y,1014,685,0,1699,2,0,3,2,7,0,CarPort,2,420,0,74,95000
652,78,11419,7,7,62,699,0,699,Y,801,726,0,1527,1,1,3,1,6,1,Attached,2,410,0,134,152500
653,60,9600,5,6,60,390,810,1200,Y,1200,0,0,1200,1,0,3,1,6,0,Attached,1,246,126,0,129900
654,50,8000,6,6,62,680,292,972,Y,972,0,0,972,1,0,2,1,5,1,Detached,1,240,0,0,132000
655,53,5470,3,5,52,0,792,792,Y,792,0,0,792,1,0,2,1,4,0,Attached,1,366,0,90,99900
656,60,10410,5,7,94,0,660,660,Y,808,704,144,1656,2,1,3,1,8,0,Detached,1,180,0,0,135000
657,60,10800,5,7,71,0,676,676,Y,676,676,0,1352,2,0,4,1,7,0,Detached,2,720,187,128,149000
658,80,8146,4,8,110,0,405,405,Y,717,322,0,1039,1,0,2,1,6,0,Detached,1,281,0,279,114000
659,52,9022,5,8,86,0,768,768,Y,792,0,0,792,1,0,2,1,5,0,Detached,1,240,316,120,109500
660,60,10230,5,7,85,0,1054,1054,Y,1078,0,0,1078,1,0,3,1,6,0,Detached,1,264,0,112,125000
661,60,10410,4,5,95,0,1313,1313,Y,1313,0,1064,2377,2,0,3,1,8,1,Detached,2,528,0,432,142900
662,60,7200,7,9,100,0,560,560,Y,930,760,0,1690,2,0,4,1,5,0,Detached,2,624,0,112,156500
663,90,5400,2,5,70,0,416,416,N,599,0,0,599,1,0,2,1,4,0,None,0,0,0,81,59000
664,90,5400,4,6,90,420,420,840,Y,840,534,0,1374,1,0,2,1,6,0,Detached,1,338,0,198,105000
665,60,10800,5,7,90,0,720,720,N,846,0,0,846,1,0,2,1,4,0,Detached,2,576,0,0,106000
666,60,10800,3,5,120,0,630,630,Y,725,0,0,725,1,1,1,1,4,0,Detached,1,320,0,30,78500
667,81,9671,6,5,41,0,1248,1248,Y,1248,1296,0,2544,2,2,6,2,12,0,Attached,3,907,0,0,190000
668,83,10143,6,7,47,384,996,1380,Y,1380,0,0,1380,1,1,3,1,6,0,Attached,1,364,0,216,154000
669,77,11500,6,4,43,932,108,1040,Y,1040,0,0,1040,1,0,3,1,6,1,Attached,2,480,0,156,163000
670,91,11643,5,5,41,500,748,1248,Y,1338,1296,0,2634,2,2,6,2,12,0,Detached,4,968,0,0,200000
671,62,8010,6,9,52,745,206,951,Y,951,0,0,951,1,0,2,1,6,0,Detached,2,480,0,42,143500
672,90,10454,6,6,53,546,559,1105,Y,1105,0,0,1105,1,0,3,1,5,0,Detached,1,308,0,0,135000
673,64,8712,5,7,53,860,132,992,Y,1306,0,0,1306,1,0,2,1,5,0,Detached,1,756,0,0,153000
674,0,17600,6,5,50,1270,208,1478,Y,1478,0,0,1478,2,0,3,1,6,2,Attached,2,498,0,40,157500
675,80,9000,6,6,52,0,160,160,Y,1142,0,0,1142,1,0,2,1,5,1,Attached,1,384,0,92,113500
676,60,12144,5,7,61,375,457,832,Y,1036,0,232,1268,1,0,3,1,6,1,Attached,1,288,0,28,133000
677,60,8544,3,4,60,0,0,0,N,1040,0,0,1040,2,0,2,2,6,0,Detached,2,400,0,0,92900
678,60,8064,6,5,60,621,174,795,N,765,368,0,1133,1,0,3,1,5,0,Detached,2,900,0,231,128500
679,60,7200,4,5,61,0,0,0,N,1040,0,0,1040,2,0,2,2,6,0,Detached,2,420,0,0,90000
680,60,7200,5,4,60,532,676,1208,Y,1136,768,0,1904,1,1,3,1,7,0,Attached,1,240,0,168,138000
681,71,7350,5,6,52,0,1041,1041,Y,1041,0,0,1041,1,0,3,1,6,0,Attached,1,294,0,0,128000
682,70,7560,5,6,52,504,525,1029,Y,1339,0,0,1339,1,0,3,1,6,0,Attached,1,294,0,0,139000
683,60,7200,5,7,58,732,0,732,Y,732,0,0,732,1,0,2,1,4,0,Detached,1,240,0,68,118900
684,80,8000,5,5,51,528,0,528,Y,1183,0,0,1183,1,0,3,1,6,0,Attached,1,288,0,0,138000
685,70,7931,5,5,51,1148,0,1148,Y,1148,0,0,1148,1,0,3,1,6,0,Attached,1,672,0,0,132500
686,60,10800,4,7,61,0,832,832,Y,832,629,0,1461,2,0,4,1,6,0,Detached,1,384,0,204,133500
687,60,8064,6,7,62,120,744,864,Y,1064,0,431,1495,1,0,3,1,6,0,Detached,2,576,180,36,135000
688,76,7570,6,5,46,0,780,780,Y,993,813,0,1806,1,1,4,1,8,0,Attached,2,483,0,55,144750
689,75,8604,5,7,32,941,0,941,Y,941,0,0,941,1,0,2,1,4,0,Attached,2,564,0,40,145000
690,80,7936,6,6,47,826,219,1045,Y,1045,0,0,1045,1,0,3,1,6,1,Attached,1,264,0,0,127000
691,60,6600,5,5,48,0,894,894,N,894,0,0,894,1,0,2,1,5,0,Detached,1,308,0,0,109500
692,0,3950,6,8,84,468,350,818,Y,818,406,0,1224,1,0,3,1,5,0,Detached,1,210,0,116,115000
693,60,10440,5,6,100,0,440,440,Y,682,548,0,1230,1,1,2,1,5,0,Detached,2,440,74,128,110000
694,68,4080,6,8,75,0,901,901,Y,861,517,0,1378,1,0,3,1,6,0,Detached,1,162,54,40,128900
695,57,10307,6,5,100,633,339,972,N,972,972,0,1944,2,0,4,2,12,0,Detached,2,324,0,197,103500
696,52,5720,5,6,69,0,676,676,Y,676,455,0,1131,1,1,3,1,5,0,Detached,1,200,26,0,66500
697,90,15660,5,8,100,0,240,240,Y,810,496,0,1306,1,1,3,1,6,0,Detached,2,472,0,0,130000
698,90,9900,5,8,100,0,504,504,Y,764,700,0,1464,2,0,3,1,7,0,None,0,0,0,176,129000
699,57,6406,5,6,71,421,269,690,Y,868,690,0,1558,1,1,3,1,7,1,Detached,2,400,0,218,150000
700,60,6600,5,4,118,0,994,994,N,1378,994,0,2372,2,0,4,2,11,0,Attached,1,432,0,287,107500
701,63,7627,4,6,90,0,600,600,N,1101,600,0,1701,2,0,4,2,8,0,None,0,0,0,148,94550
702,60,7596,5,5,58,0,960,960,Y,960,1000,0,1960,2,0,4,2,10,0,Detached,2,400,0,0,124500
703,60,3378,7,8,64,0,651,651,Y,707,682,0,1389,1,1,3,1,6,2,Detached,1,240,0,126,135000
704,56,10134,5,5,100,0,801,801,N,801,646,0,1447,1,0,3,1,6,0,None,0,0,80,244,103000
705,60,6000,4,4,57,0,936,936,N,936,0,0,936,1,0,2,1,4,0,Detached,2,576,0,144,93000
706,50,6000,5,7,60,384,384,768,Y,768,560,0,1328,1,1,3,1,6,0,Detached,1,308,0,12,129500
707,50,6000,5,4,56,0,811,811,Y,811,576,0,1387,2,0,3,2,7,0,Attached,1,256,0,0,93000
708,62,7404,4,6,90,0,861,861,Y,861,0,0,861,1,0,2,1,5,0,Detached,2,288,0,128,80000
709,50,5925,2,4,70,0,0,0,N,612,0,0,612,1,0,1,1,4,0,Detached,1,308,0,25,45000
710,50,5925,3,6,100,0,600,600,N,600,368,0,968,1,0,2,1,6,0,None,0,0,0,0,37900
711,50,5784,5,8,72,0,190,190,Y,886,0,0,886,1,0,2,1,4,0,Attached,1,273,144,100,91300
712,60,8520,5,8,87,0,624,624,Y,792,0,0,792,1,0,2,1,5,0,Detached,1,287,0,81,99500
713,33,4456,4,5,90,0,736,736,Y,736,716,0,1452,2,0,2,3,8,0,None,0,0,0,102,113000
714,60,9600,4,4,100,0,677,677,Y,833,677,0,1510,2,0,3,1,7,0,Detached,2,720,0,160,87500
715,50,3500,5,7,63,312,408,720,Y,720,564,0,1284,1,1,2,1,5,0,Detached,1,240,0,35,110000
716,90,8100,5,5,112,0,849,849,N,1075,1063,0,2138,2,0,2,3,11,0,Detached,2,360,40,156,106000
717,65,11700,7,7,130,0,1240,1240,N,1320,1320,0,2640,1,1,4,1,8,1,Detached,4,864,181,386,265979
718,70,8400,6,7,110,0,917,917,Y,1090,917,0,2007,2,0,3,1,8,0,Detached,1,357,0,235,160000
719,60,3600,6,7,93,0,624,624,Y,664,624,0,1288,1,0,3,1,5,1,Attached,1,280,0,103,119000
720,121,17671,8,9,128,216,700,916,Y,916,826,0,1742,1,1,4,1,8,1,Attached,2,424,0,169,168000
721,0,3300,4,3,100,0,624,624,Y,816,0,0,816,1,0,2,1,5,1,None,0,0,0,33,58500
722,50,9000,7,9,90,624,26,650,Y,832,650,0,1482,1,0,3,1,7,0,Detached,2,324,0,0,143000
723,60,7200,5,4,100,712,310,1022,N,1022,0,0,1022,1,0,2,1,4,0,Detached,1,280,0,256,85000
724,98,8820,5,6,120,1088,0,1088,Y,1188,561,120,1869,1,0,2,1,7,0,Detached,2,456,48,244,124900
725,60,5400,6,6,90,0,972,972,Y,1044,0,436,1480,1,0,3,1,6,0,Detached,1,207,0,176,119000
726,60,9720,6,7,100,0,741,741,Y,780,741,0,1521,1,0,4,1,8,0,Detached,3,640,0,238,146500
727,60,7879,4,5,90,495,225,720,N,720,0,0,720,1,0,2,1,4,0,None,0,0,0,638,34900
728,72,9392,3,3,110,0,245,245,N,797,0,0,797,1,0,2,1,5,0,None,0,0,0,130,44000
729,144,21384,5,6,87,1309,15,1324,Y,1072,504,0,1576,1,1,3,1,6,1,Attached,2,528,0,312,223500
730,0,6615,6,6,87,0,1022,1022,N,1432,0,0,1432,1,0,3,1,6,1,Attached,1,216,266,61,149000
731,55,7264,7,7,85,0,952,952,N,952,596,0,1548,2,1,3,1,5,0,Detached,2,672,74,144,205000
732,50,4960,5,7,80,0,297,297,Y,1001,653,0,1654,2,0,3,1,7,1,Detached,1,336,244,60,137000
733,0,8854,6,6,94,0,952,952,N,952,0,0,952,1,0,2,1,4,1,Detached,1,192,0,138,121000
734,50,6000,4,6,74,672,0,672,Y,757,567,0,1324,1,0,3,1,6,0,Detached,1,240,0,0,128000
735,50,6000,6,9,73,0,698,698,Y,786,390,0,1176,1,0,2,1,4,0,Detached,2,624,210,0,134900
736,50,6000,5,8,85,0,884,884,Y,884,464,0,1348,1,0,3,1,5,1,Detached,1,216,0,208,117000
737,50,6000,6,6,71,0,780,780,Y,825,587,0,1412,1,0,4,1,6,1,Detached,1,280,45,0,132500
738,60,6000,5,5,86,220,248,468,Y,822,320,0,1142,1,0,3,1,6,0,Attached,1,320,0,98,93000
739,50,6000,6,7,84,0,884,884,Y,904,0,0,904,1,0,2,1,4,0,Detached,1,180,0,105,119000
740,60,6911,5,5,86,405,740,1145,Y,1301,0,0,1301,1,0,2,1,5,0,Detached,2,440,0,0,100000
741,51,6120,5,6,74,0,927,927,Y,1067,472,0,1539,1,1,3,1,5,0,Detached,2,576,112,0,141500
742,51,6120,4,7,75,0,884,884,Y,989,584,0,1573,1,0,3,1,6,0,Detached,1,240,0,174,133000
743,51,6120,2,3,74,0,264,264,N,800,0,0,800,1,0,1,1,4,1,None,0,0,0,0,60000
744,51,6120,5,7,79,209,506,715,Y,875,0,0,875,1,0,2,1,5,0,Detached,1,180,48,0,105000
